rank,platform,handle,name,followers_source_display,engagement_rate_source,niche_standardized,source_url,notes
51,youtube,@yt_051_exo,EXO,9.92M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
52,youtube,@yt_052_i_dle,i-dle (아이들),9.83M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
53,youtube,@yt_053_mnet_tv,Mnet TV,9.57M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
54,youtube,@yt_054_sealook_official,SEALOOK Official,9.49M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
55,youtube,@yt_055_jisoo,JISOO,9.49M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
56,youtube,@yt_056_boram_tube,Boram Tube [宝蓝和朋友们],9.42M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
57,youtube,@yt_057_channel,청담언니,9.31M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
58,youtube,@yt_058_mbcentertainment,MBCentertainment,9.21M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
59,youtube,@yt_059_seoeunstory,서은이야기[SeoeunStory],9.2M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
60,youtube,@yt_060_aespa,aespa,8.92M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
61,youtube,@yt_061_sbskpop_x_inkigayo,SBSKPOP X INKIGAYO,8.81M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
62,youtube,@yt_062_pp,PP,8.74M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
63,youtube,@yt_063_tv,미니특공대TV,8.72M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
64,youtube,@yt_064_le_sserafim,LE SSERAFIM,8.71M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
65,youtube,@yt_065_newjeans,NewJeans,8.66M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
66,youtube,@yt_066_jtbc_entertainment,JTBC Entertainment,8.19M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
67,youtube,@yt_067_daud_kim,Daud Kim,8.14M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
68,youtube,@yt_068_treasure,TREASURE (트레저),8.06M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
69,youtube,@yt_069_yummyboy,야미보이 Yummyboy,7.98M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
70,youtube,@yt_070_kimpro_studio,KIMPRO STUDIO,7.98M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
71,youtube,@yt_071_pororo,뽀로로(Pororo),7.9M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
72,youtube,@yt_072_beatpella_house,BEATPELLA HOUSE,7.68M,,food,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
73,youtube,@yt_073_channel,채널십오야,7.58M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
74,youtube,@yt_074_mariandkids,MariAndKids,7.55M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
75,youtube,@yt_075_tvn_drama,tvN DRAMA,7.48M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
76,youtube,@yt_076_channel,베이비버스 -인기 동요・동화,7.38M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
77,youtube,@yt_077_lala_and_lulu,Lala and Lulu,7.26M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
78,youtube,@yt_078_sungha_jung,Sungha Jung,7.21M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
79,youtube,@yt_079_sonictoy,SonicToy소닉토이,7.1M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
80,youtube,@yt_080_nct_dream,NCT DREAM,7.09M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
81,youtube,@yt_081_heelo_house,HEELO HOUSE,7.06M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
82,youtube,@yt_082_sbs_drama,SBS 스브스 Drama,7.03M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
83,youtube,@yt_083_i,ㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤㅤⁱ,6.99M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
84,youtube,@yt_084_all_the_k_pop,ALL THE K-POP,6.96M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
85,youtube,@yt_085_5_tricks,5 분 Tricks,6.96M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
86,youtube,@yt_086_with_kids_playground,With Kids Playground [위드키즈 놀이터],6.94M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
87,youtube,@yt_087_cortis,CORTIS,6.9M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
88,youtube,@yt_088_toontoon_daily,ToonToon Daily,6.86M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
89,youtube,@yt_089_mamamoo,MAMAMOO,6.83M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
90,youtube,@yt_090_starship,STARSHIP,6.72M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
91,youtube,@yt_091_inocat,이노냥 inoCat,6.71M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
92,youtube,@yt_092_hiu,HIU 하이유,6.69M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
93,youtube,@yt_093_illit,ILLIT,6.68M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
94,youtube,@yt_094_kebikids,깨비키즈 [KEBIKIDS],6.68M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
95,youtube,@yt_095_tv,미니팡TV,6.65M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
96,youtube,@yt_096_toytv,[장난감티비]TOYTV,6.54M,,kids_family,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
97,youtube,@yt_097_jeffrey_x,Jeffrey X,6.52M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
98,youtube,@yt_098_nct,NCT,6.44M,,music,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
99,youtube,@yt_099_clutchmaker,Clutchmaker,6.39M,,entertainment,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
100,youtube,@yt_100_studio_choom,STUDIO CHOOM [스튜디오 춤],6.31M,,dance,https://socialblade.com/youtube/lists/top/100/subscribers/all/KR,"Social Blade Top 100 South Korea YouTube by subscribers; internal handle generated because source exposes channel name, not YouTube @handle; engagement/verified/fake follower unavailable."
